close,ticker,date,open,high,low,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
44.0,A,1999-11-18,45.5,50.0,40.0,44739900.0,0.0,1.0,31.041951216877,34.112034304260995,27.289627443409,30.018590187749,44739900.0
40.38,A,1999-11-19,42.94,43.0,39.81,10897100.0,0.0,1.0,29.295415060499,29.336349501664,27.160001713052,27.548878904120997,10897100.0
44.0,A,1999-11-22,41.31,44.0,40.06,4705200.0,0.0,1.0,28.183362742179998,30.018590187749,27.330561884574,30.018590187749,4705200.0
40.25,A,1999-11-23,42.5,43.63,40.25,4274400.0,0.0,1.0,28.995229158622,29.766161133898002,27.46018761493,27.46018761493,4274400.0
41.06,A,1999-11-24,40.13,41.94,40.0,3464400.0,0.0,1.0,27.378318732600004,28.613174374414,27.289627443409,28.012802570658998,3464400.0
41.19,A,1999-11-26,40.88,41.5,40.75,1237100.0,0.0,1.0,27.889999247164003,28.312988472536002,27.801307957973,28.101493859850002,1237100.0
42.13,A,1999-11-29,41.0,42.44,40.56,2914700.0,0.0,1.0,27.971868129494,28.954294717457,27.671682227616,28.74280010477,2914700.0
42.19,A,1999-11-30,42.0,42.94,40.94,3083000.0,0.0,1.0,28.654108815579,29.295415060499,27.930933688329,28.783734545935,3083000.0
42.94,A,1999-12-01,42.19,43.44,41.88,2115400.0,0.0,1.0,28.783734545935,29.636535403542,28.572239933249,29.295415060499,2115400.0
44.13,A,1999-12-02,43.75,45.0,43.19,2195900.0,0.0,1.0,29.848030016227998,30.700830873835002,29.46597523202,30.107281476940997,2195900.0
44.5,A,1999-12-03,44.94,45.69,44.31,2175700.0,0.0,1.0,30.659896432670003,31.171576947233,30.230084800436,30.359710530791997,2175700.0
45.75,A,1999-12-06,45.25,46.44,45.19,1610000.0,0.0,1.0,30.871391045356003,31.683257461796998,30.830456604191,31.212511388399,1610000.0
45.25,A,1999-12-07,45.75,46.0,44.31,1585100.0,0.0,1.0,31.212511388399,31.38307155992,30.230084800436,30.871391045356003,1585100.0
45.19,A,1999-12-08,45.25,45.63,44.81,1350400.0,0.0,1.0,30.871391045356003,31.130642506068,30.571205143477997,30.830456604191,1350400.0
45.81,A,1999-12-09,45.25,45.94,45.25,1451400.0,0.0,1.0,30.871391045356003,31.342137118755,30.871391045356003,31.253445829564,1451400.0
44.75,A,1999-12-10,45.69,45.94,44.75,1190800.0,0.0,1.0,31.171576947233,31.342137118755,30.530270702313,30.530270702313,1190800.0
45.5,A,1999-12-13,45.5,46.25,44.38,2875900.0,0.0,1.0,31.041951216877,31.553631731441,30.277841648462,31.041951216877,2875900.0
43.0,A,1999-12-14,45.38,45.38,42.06,1665900.0,0.0,1.0,30.960082334547,30.960082334547,28.695043256743997,29.336349501664,1665900.0
41.69,A,1999-12-15,42.0,42.31,41.0,2087100.0,0.0,1.0,28.654108815579,28.865603428265,27.971868129494,28.442614202893,2087100.0
47.25,A,1999-12-16,42.0,48.0,42.0,1848300.0,0.0,1.0,28.654108815579,32.74755293209,28.654108815579,32.235872417526004,1848300.0
45.94,A,1999-12-17,46.38,47.12,45.44,2652400.0,0.0,1.0,31.642323020632,32.147181128335,31.001016775712,31.342137118755,2652400.0
46.88,A,1999-12-20,46.25,46.94,46.13,856100.0,0.0,1.0,31.553631731441,32.02437780484,31.471762849111,31.983443363674997,856100.0
46.63,A,1999-12-21,46.69,46.69,46.0,1616200.0,0.0,1.0,31.853817633319,31.853817633319,31.38307155992,31.812883192154,1616200.0
47.56,A,1999-12-22,46.63,47.56,46.31,1363200.0,0.0,1.0,31.812883192154,32.447367030213,31.594566172606,32.447367030213,1363200.0
49.75,A,1999-12-23,47.5,50.0,47.44,1544700.0,0.0,1.0,32.406432589048,34.112034304260995,32.365498147883,33.941474132739,1544700.0
52.81,A,1999-12-27,49.94,53.19,49.56,1451800.0,0.0,1.0,34.071099863096,36.288382092873,33.811848402383,36.02913063216,1451800.0
61.5,A,1999-12-28,54.25,61.5,53.94,2546500.0,0.0,1.0,37.011557220123,41.957802194241,36.800062607436,41.957802194241,2546500.0
72.0,A,1999-12-29,63.0,79.06,62.94,7524000.0,0.0,1.0,42.981163223368995,53.937948641897,42.940228782203,49.121329398135,7524000.0
79.25,A,1999-12-30,76.0,80.0,74.25,4771900.0,0.0,1.0,51.85029214247599,54.579254886817,50.656370941827,54.067574372253,4771900.0
77.31,A,1999-12-31,79.5,79.94,76.25,1381400.0,0.0,1.0,54.238134543775,54.538320445652,52.020852313998006,52.744027441248,1381400.0
72.0,A,2000-01-03,78.75,78.94,67.38,3343600.0,0.0,1.0,53.726454029211,53.856079759567,45.969377428422,49.121329398135,3343600.0
66.5,A,2000-01-04,68.13,68.88,64.75,3408500.0,0.0,1.0,46.481057942986,46.992738457550004,44.175084424018,45.369005624667,3408500.0
61.56,A,2000-01-05,66.25,66.31,61.31,4119200.0,0.0,1.0,45.198445453145,45.239379894311,41.828176463885,41.998736635406,4119200.0
60.0,A,2000-01-06,61.63,62.0,58.13,1812900.0,0.0,1.0,42.046493483432,42.298922537283,39.658651082134,40.934441165113,1812900.0
65.0,A,2000-01-07,59.06,65.94,59.0,2016900.0,0.0,1.0,40.293134920193,44.986950840459,40.252200479028,44.345644595539,2016900.0
68.94,A,2000-01-10,69.0,69.63,67.56,1536800.0,0.0,1.0,47.07460733988,47.504418972113,46.092180751917,47.033672898715,1536800.0
68.0,A,2000-01-11,68.94,68.94,66.44,1327600.0,0.0,1.0,47.033672898715,47.033672898715,45.328071183502,46.392366653795,1327600.0
66.63,A,2000-01-12,68.0,68.0,64.06,1022800.0,0.0,1.0,46.392366653795,46.392366653795,43.704338350619004,45.457696913858,1022800.0
67.63,A,2000-01-13,68.38,69.81,66.0,811400.0,0.0,1.0,46.651618114506995,47.627222295608995,45.027885281624,46.139937599942996,811400.0
68.38,A,2000-01-14,67.0,69.38,67.0,942000.0,0.0,1.0,45.710125967709,47.333858800592004,45.710125967709,46.651618114506995,942000.0
71.5,A,2000-01-18,68.63,72.88,68.13,1503400.0,0.0,1.0,46.822178286028006,49.72170120189,46.481057942986,48.780209055093,1503400.0
70.0,A,2000-01-19,72.0,72.0,69.81,1877600.0,0.0,1.0,49.121329398135,49.121329398135,47.627222295608995,47.756848025965006,1877600.0
68.13,A,2000-01-20,70.75,70.88,67.5,1436300.0,0.0,1.0,48.268528540529005,48.35721982972,46.051246310752,46.481057942986,1436300.0
68.75,A,2000-01-21,69.13,69.38,66.44,1372200.0,0.0,1.0,47.163298629071,47.333858800592004,45.328071183502,46.904047168359,1372200.0
68.5,A,2000-01-24,68.5,71.81,68.0,1499200.0,0.0,1.0,46.733486996836994,48.991703667779,46.392366653795,46.733486996836994,1499200.0
67.69,A,2000-01-25,68.75,69.63,66.44,825300.0,0.0,1.0,46.904047168359,47.504418972113,45.328071183502,46.180872041107996,825300.0
68.31,A,2000-01-26,67.94,69.25,67.88,731300.0,0.0,1.0,46.35143221262901,47.24516751140099,46.31049777146401,46.603861266481,731300.0
68.44,A,2000-01-27,69.88,70.5,67.25,621300.0,0.0,1.0,47.674979143635,48.097968369008,45.880686139231,46.692552555671995,621300.0
68.06,A,2000-01-28,69.5,69.5,67.44,1151100.0,0.0,1.0,47.415727682922004,47.415727682922004,46.010311869587,46.433301094959994,1151100.0
66.19,A,2000-01-31,67.56,67.63,64.75,744200.0,0.0,1.0,46.092180751917,46.139937599942996,44.175084424018,45.15751101198,744200.0
71.0,A,2000-02-01,66.25,72.0,66.25,1004500.0,0.0,1.0,45.198445453145,49.121329398135,45.198445453145,48.43908871205,1004500.0
76.5,A,2000-02-02,71.88,76.5,71.56,1391400.0,0.0,1.0,49.039460515805,52.191412485519,48.821143496258,52.191412485519,1391400.0
77.75,A,2000-02-03,75.19,77.75,73.81,1272900.0,0.0,1.0,51.297677186746995,53.044213343125,50.35618503995,53.044213343125,1272900.0
76.25,A,2000-02-04,77.75,77.75,75.0,819500.0,0.0,1.0,53.044213343125,53.044213343125,51.168051456391,52.020852313998006,819500.0
79.5,A,2000-02-07,77.69,80.0,76.25,911500.0,0.0,1.0,53.00327890196,54.579254886817,52.020852313998006,54.238134543775,911500.0
79.0,A,2000-02-08,80.75,82.19,78.25,836700.0,0.0,1.0,55.090935401380996,56.073361989343994,53.385333686168,53.897014200732,836700.0
75.75,A,2000-02-09,77.63,78.69,75.69,846100.0,0.0,1.0,52.962344460795,53.685519588046,51.638797529790004,51.679731970955,846100.0
76.69,A,2000-02-10,77.0,78.81,75.31,763100.0,0.0,1.0,52.532532828562005,53.767388470376,51.379546069077996,52.321038215875,763100.0
75.38,A,2000-02-11,76.5,76.81,74.81,537700.0,0.0,1.0,52.191412485519,52.402907098205006,51.038425726035,51.427302917103006,537700.0
76.44,A,2000-02-14,75.25,76.94,74.81,599200.0,0.0,1.0,51.338611627911995,52.491598387396,51.038425726035,52.150478044354,599200.0
81.88,A,2000-02-15,76.56,83.0,76.56,1443200.0,0.0,1.0,52.232346926683995,56.625976945073006,52.232346926683995,55.861867376657,1443200.0
81.0,A,2000-02-16,80.0,81.88,79.38,1288800.0,0.0,1.0,54.579254886817,55.861867376657,54.156265661443996,55.261495572902,1288800.0
97.0,A,2000-02-17,81.0,97.0,77.63,675900.0,0.0,1.0,55.261495572902,66.177346550266,52.962344460795,66.177346550266,675900.0
93.75,A,2000-02-18,88.5,95.88,88.06,2904200.0,0.0,1.0,60.378300718542,65.41323698185,60.078114816664,63.960064320488996,2904200.0
91.5,A,2000-02-22,96.0,97.38,90.0,1593700.0,0.0,1.0,65.495105864181,66.436598010978,61.401661747669,62.425022776797,1593700.0
99.0,A,2000-02-23,91.63,100.0,91.63,1208900.0,0.0,1.0,62.513714065988,68.22406860852101,62.513714065988,67.541827922436,1208900.0
106.8,A,2000-02-24,101.4,115.4,100.5,2114700.0,0.0,1.0,69.179205569041,78.730575174234,68.565188951564,72.86330527390099,2114700.0
108.1,A,2000-02-25,103.4,113.9,103.3,1465100.0,0.0,1.0,70.543686941211,77.70721414510601,70.475462872603,73.750218165812,1465100.0
