0,44.0
1,40.38
2,44.0
3,40.25
4,41.06
5,41.19
6,42.13
7,42.19
8,42.94
9,44.13
10,44.5
11,45.75
12,45.25
13,45.19
14,45.81
15,44.75
16,45.5
17,43.0
18,41.69
19,47.25
20,45.94
21,46.88
22,46.63
23,47.56
24,49.75
25,52.81
26,61.5
27,72.0
28,79.25
29,77.31
30,72.0
31,66.5
32,61.56
33,60.0
34,65.0
35,68.94
36,68.0
37,66.63
38,67.63
39,68.38
40,71.5
41,70.0
42,68.13
43,68.75
44,68.5
45,67.69
46,68.31
47,68.44
48,68.06
49,66.19
50,71.0
51,76.5
52,77.75
53,76.25
54,79.5
55,79.0
56,75.75
57,76.69
58,75.38
59,76.44
60,81.88
61,81.0
62,97.0
63,93.75
64,91.5
65,99.0
66,106.8
67,108.1
68,101.0
69,103.9
70,109.1
71,105.3
72,108.0
73,159.0
74,142.0
75,152.0
76,153.0
77,142.0
78,131.3
79,130.0
80,114.3
81,118.1
82,121.1
83,113.8
84,115.0
85,119.4
86,119.7
87,120.0
88,114.3
89,119.1
90,112.0
91,105.0
92,104.0
93,98.0
94,93.5
95,96.94
96,105.0
97,122.0
98,107.9
99,100.9
100,86.0
101,90.0
102,82.69
103,79.5
104,87.0
105,87.25
106,89.94
107,91.63
108,90.0
109,91.88
110,90.75
111,88.63
112,95.38
113,100.8
114,91.5
115,90.25
116,91.44
117,84.75
118,80.19
119,77.0
120,76.56
121,90.56
122,88.19
123,89.5
124,78.0
125,71.0
126,66.63
127,62.38
128,58.0
129,59.0
130,68.75
131,65.0
132,75.38
133,73.63
134,73.0
135,81.75
136,79.0
137,71.0
138,67.0
139,69.13
140,70.88
141,66.0
142,69.06
143,67.75
144,65.94
145,62.63
146,68.0
147,73.63
148,78.5
149,75.75
150,75.13
151,75.13
152,75.44
153,79.5
154,75.88
155,73.75
156,73.69
157,70.25
158,69.13
159,67.5
160,68.5
161,67.31
162,69.0
163,71.0
164,77.06
165,78.25
166,76.63
167,74.06
168,54.0
169,48.06
170,49.5
171,44.75
172,43.0
173,40.75
174,41.25
175,40.75
176,40.5
177,40.13
178,41.0
179,40.06
180,39.75
181,38.81
182,39.31
183,39.0
184,40.63
185,43.5
186,43.0
187,43.5
188,46.5
189,56.38
190,60.5
191,60.5
192,60.5
193,59.75
194,58.5
195,58.63
196,63.0
197,61.38
198,61.0
199,61.88
200,61.81
201,60.0
202,61.88
203,59.25
204,56.75
205,55.0
206,55.0
207,55.75
208,57.0
209,54.0
210,53.88
211,52.5
212,48.0
213,50.0
214,48.31
215,45.19
216,46.0
217,47.95
218,48.94
219,50.56
220,53.13
221,57.88
222,55.13
223,52.19
224,50.69
225,49.56
226,45.81
227,44.75
228,44.38
229,46.44
230,43.31
231,40.88
232,43.75
233,46.56
234,51.06
235,48.06
236,42.63
237,44.0
238,45.75
239,45.5
240,46.31
241,46.81
242,48.13
243,46.81
244,46.38
245,45.94
246,44.38
247,43.56
248,39.44
249,39.31
250,42.63
251,43.38
252,41.63
253,47.38
254,44.63
255,48.63
256,48.0
257,50.94
258,50.5
259,50.69
260,53.88
261,52.19
262,53.0
263,51.0
264,55.06
265,52.0
266,54.0
267,59.44
268,57.75
269,57.25
270,58.19
271,59.25
272,56.88
273,57.0
274,57.06
275,52.5
276,51.38
277,54.69
278,53.5
279,55.94
280,55.31
281,54.75
282,50.88
283,56.13
284,58.25
285,55.06
286,53.25
287,53.0
288,55.31
289,57.56
290,56.13
291,58.19
292,61.94
293,67.56
294,65.56
295,62.75
296,62.75
297,58.0
298,55.25
299,54.63
300,54.42
301,54.75
302,54.55
303,53.8
304,52.2
305,49.2
306,50.97
307,50.14
308,54.21
309,52.5
310,51.12
311,47.37
312,48.0
313,53.85
314,50.0
315,44.0
316,40.2
317,39.07
318,38.3
319,38.3
320,38.15
321,36.0
322,38.31
323,38.03
324,38.05
325,40.6
326,40.96
327,40.0
328,37.05
329,35.01
330,36.58
331,35.3
332,34.85
333,34.75
334,36.99
335,34.3
336,31.6
337,34.8
338,37.83
339,37.07
340,36.93
341,32.7
342,30.0
343,30.73
344,30.85
345,29.5
346,28.09
347,30.62
348,27.8
349,27.6
350,29.85
351,31.68
352,33.96
353,33.32
354,33.33
355,37.99
356,38.99
357,40.4
358,40.0
359,37.22
360,38.83
361,38.01
362,38.79
363,39.01
364,39.2
365,39.72
366,38.45
367,38.37
368,38.74
369,38.42
370,39.0
371,39.21
372,39.69
373,38.75
374,37.45
375,38.5
376,38.72
377,36.0
378,38.0
379,39.25
380,37.93
381,36.3
382,37.69
383,35.95
384,32.87
385,33.54
386,33.97
